"Los Tacos No.1"|"jnEv25Y2DosTq2sNnvmC9g"|"Catering Menu for pick up, minimum order $50. for delivery, $14/person (minimum order 30 people). $50 transportation fee it outside 2 block radius. includes the following:"|"Chips, Salsa, and Guacamole"|""|"2 reviews"
"Los Tacos No.1"|"jnEv25Y2DosTq2sNnvmC9g"|"Catering Menu for pick up, minimum order $50. for delivery, $14/person (minimum order 30 people). $50 transportation fee it outside 2 block radius. includes the following:"|"Taco Sides"|""|""
"Los Tacos No.1"|"jnEv25Y2DosTq2sNnvmC9g"|"Catering Menu for pick up, minimum order $50. for delivery, $14/person (minimum order 30 people). $50 transportation fee it outside 2 block radius. includes the following:"|"Limes and Radishes"|""|"2 reviews"
"Los Tacos No.1"|"jnEv25Y2DosTq2sNnvmC9g"|"Catering Menu for pick up, minimum order $50. for delivery, $14/person (minimum order 30 people). $50 transportation fee it outside 2 block radius. includes the following:"|"Plates, Napkins, Forks, and Bowls"|""|"1 review"
"Los Tacos No.1"|"jnEv25Y2DosTq2sNnvmC9g"|"Catering Menu for pick up, minimum order $50. for delivery, $14/person (minimum order 30 people). $50 transportation fee it outside 2 block radius. includes the following:"|"Hot Corn And/Or Flour Tortillas"|""|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Bar Snacks"|"Trio of Dips with An Assortment of Breads 3 Sauces"|"18.00"|"1 review 1 photo"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Bar Snacks"|"Cheese Board"|"14.00"|"2 reviews 1 photo"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Bar Snacks"|"House Spiced Nuts"|"6.00"|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Bar Snacks"|"Jerky"|"9.00"|"6 reviews 2 photos"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Bar Snacks"|"Roasted Eggplant Dip"|"7.00"|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Bar Snacks"|"Bacon"|"9.00"|"15 reviews 5 photos"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Bar Snacks"|"Beetroot and Goats Cheese Dip"|"7.00"|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Bar Snacks"|"Kale and Miso Pesto Dip"|"7.00"|"2 photos"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Salads"|"Kale Caesar"|"13.00"|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sandwiches All served on a ciabatta roll with hand cut fries. Beef burgers made with our premium short-rib blend with a secret beer in the mix."|"Classic Burger"|"15.00"|"5 reviews 3 photos"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sandwiches All served on a ciabatta roll with hand cut fries. Beef burgers made with our premium short-rib blend with a secret beer in the mix."|"Blue Cheese Burger"|"15.00"|"2 reviews 2 photos"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sandwiches All served on a ciabatta roll with hand cut fries. Beef burgers made with our premium short-rib blend with a secret beer in the mix."|"Peppercorn Burger"|"16.00"|"5 reviews 2 photos"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sandwiches All served on a ciabatta roll with hand cut fries. Beef burgers made with our premium short-rib blend with a secret beer in the mix."|"Lamb Burger"|"16.00"|"6 reviews 2 photos"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sandwiches All served on a ciabatta roll with hand cut fries. Beef burgers made with our premium short-rib blend with a secret beer in the mix."|"Portuguese Chicken Sandwich"|"14.00"|"1 photo"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sandwiches All served on a ciabatta roll with hand cut fries. Beef burgers made with our premium short-rib blend with a secret beer in the mix."|"Grilled Vegetable Sandwich"|"14.00"|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Flatbread Pizza"|"Garlic Herb and Cheese Pizza"|"9.00"|"1 review 1 photo"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Flatbread Pizza"|"Blue Cheese Arugula and Apple Pizza"|"12.00"|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Flatbread Pizza"|"Mushroom Tomato and Olive Pizza"|"11.00"|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Flatbread Pizza"|"Bacon Pineapple and Cheddar Pizza"|"12.00"|""
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Flatbread Pizza"|"Sausage Fontina and Sun dried Tomato Pizza"|"12.00"|"1 photo"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sides"|"Hand Cut Fries"|"6.00"|"1 review 1 photo"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sides"|"Sweet Potato Fries"|"7.00"|"5 reviews 2 photos"
"Benson’s NYC"|"x7hsZRd_MyrUgAW91FM9qA"|"Sides"|"Beer battered Onion Rings"|"7.00"|"1 photo"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"First Course"|"Sweet Onion Soup"|"12.00"|""
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"First Course"|"Ruby Red Shrimp"|"16.00"|"26 reviews 5 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"First Course"|"Smoked Trout"|"14.00"|"92 reviews 19 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"First Course"|"Squid Ink Tagliatelli"|"18.00"|""
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"First Course"|"Autumn Greens Salad"|"14.00"|""
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"First Course"|"Beef Tartare"|"16.00"|"33 reviews 18 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"First Course"|"Beet Salad"|"12.00"|"19 reviews 2 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Second Course"|"Smoked Arctic Char"|"24.00"|"13 reviews 8 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Second Course"|"Flounder"|"24.00"|"34 reviews 10 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Second Course"|"Striped Bass"|"24.00"|"19 reviews 2 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Second Course"|"Pork Loin"|"25.00"|"35 reviews 14 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Second Course"|"Pasture Raised Chicken & Sausage"|"22.00"|"13 reviews 8 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Second Course"|"Lamb Loin & Merguez"|"25.00"|""
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Second Course"|"Emmer Pappardelle"|"21.00"|"2 reviews 1 photo"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Desserts"|"Apple"|"12.00"|"80 reviews 36 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Desserts"|"Pawpaw"|"12.00"|"1 review"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Desserts"|"Pear"|"12.00"|"55 reviews 14 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Desserts"|"Chestnut"|"12.00"|"11 reviews 4 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Desserts"|"Chocolate"|"12.00"|"299 reviews 67 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Desserts"|"Gramercy Tavern Cookie Plate with Milk"|"12.00"|"2 reviews 1 photo"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Desserts"|"Selection of Sorbets"|"12.00"|"3 reviews"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Desserts"|"Selection of Ice Creams"|"12.00"|"4 reviews"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Selection of Farmstead Cheeses"|"Cremont"|"14.00"|""
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Selection of Farmstead Cheeses"|"Prairie Breeze"|"14.00"|""
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Selection of Farmstead Cheeses"|"Goredawnzola"|"14.00"|""
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Seasonal"|"Braised Hinona Turnips"|"58.00"|"1 review 1 photo"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Seasonal"|"Island Creek Oyster Chowder"|"58.00"|"3 reviews 2 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Seasonal"|"Halibut"|"58.00"|"82 reviews 35 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Seasonal"|"Duck Breast and Bacon"|"58.00"|"1 review 3 photos"
"Gramercy Tavern"|"veq1Bl1DW3UWMekZJUsG1Q"|"Seasonal"|"Pear"|"58.00"|"51 reviews 12 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Shared Plates"|"Cheese plate"|"15.00"|"32 reviews 6 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Shared Plates"|"Charcuterie plate"|"15.00"|"17 reviews 3 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Shared Plates"|"House-cured salmon"|"14.00"|"14 reviews 6 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Shared Plates"|"Crab cakes"|"13.00"|"118 reviews 24 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Shared Plates"|"Squid salad"|"13.00"|"64 reviews 22 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Shared Plates"|"Salmon tartar"|"12.00"|"36 reviews 9 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Shared Plates"|"Sea urchin"|"15.00"|"21 reviews 5 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Main Plates"|"Beer steamed mussels or clams"|"15.00"|"23 reviews 2 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Main Plates"|"Fettuccine with clams"|"15.00"|"112 reviews 27 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Main Plates"|"Fish of the day special"|""|"23 reviews 4 photos"
"Upstate"|"ehUuSk5gPTCQmwS_ubgKRA"|"Main Plates"|"Scallop of the day special"|""|"5 reviews 1 photo"
"Song E Napule"|"15k7iqFbhf4h8L01yggLqg"|"Popular Items"|"Arancini (6 Pieces)"|"12.00"|""
"Song E Napule"|"15k7iqFbhf4h8L01yggLqg"|"Popular Items"|"Calzone Classico"|"17.00"|""
"Song E Napule"|"15k7iqFbhf4h8L01yggLqg"|"Popular Items"|"Burrata con Zucchinne"|"16.00"|""
"Song E Napule"|"15k7iqFbhf4h8L01yggLqg"|"Popular Items"|"Montanara"|"15.00"|"1 photo"
"Song E Napule"|"15k7iqFbhf4h8L01yggLqg"|"Popular Items"|"Panna Cotta with Chocolate Syrup"|"8.00"|""
"Taim"|"j0n_poMVZnODYOFviLbh0Q"|"Popular Items"|"Sabich Sandwich"|"7.75"|"36 reviews 12 photos"
"Taim"|"j0n_poMVZnODYOFviLbh0Q"|"Popular Items"|"Hummus"|"6.00"|"342 reviews 21 photos"
"Taim"|"j0n_poMVZnODYOFviLbh0Q"|"Popular Items"|"Sabich Platter"|"12.50"|"9 reviews 2 photos"
"Taim"|"j0n_poMVZnODYOFviLbh0Q"|"Popular Items"|"Greek Salad"|"9.50"|"8 reviews 1 photo"
"Taim"|"j0n_poMVZnODYOFviLbh0Q"|"Popular Items"|"Baklava"|"3.00"|"13 reviews 1 photo"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Eggs and Omelets"|"Avgo Sto Fourno"|"13.00"|"1 review"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Eggs and Omelets"|"Sfouggato"|"15.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Eggs and Omelets"|"Village Omelette"|"15.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Eggs and Omelets"|"The Greek Sandwich"|"13.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Krya Piata (Cold Mezedes)"|"Spreads"|"14.00 14.00 21.00"|"29 reviews 4 photos"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Krya Piata (Cold Mezedes)"|"Fava"|"9.00"|"5 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Krya Piata (Cold Mezedes)"|"Patzaria"|"15.00"|"2 reviews 1 photo"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Krya Piata (Cold Mezedes)"|"Dakos"|"14.00"|"2 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Mezedakia Zesta (Hot Apps and Mezedes)"|"Piperia"|"12.00"|"1 photo"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Mezedakia Zesta (Hot Apps and Mezedes)"|"Tyrokroketes"|"13.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Mezedakia Zesta (Hot Apps and Mezedes)"|"Dolmades"|"15.00"|"6 reviews 1 photo"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Mezedakia Zesta (Hot Apps and Mezedes)"|"Gigantes"|"14.00"|"2 reviews 1 photo"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Mezedakia Zesta (Hot Apps and Mezedes)"|"Artichoke Mousaka"|"16.00"|"1 review"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Mezedakia Zesta (Hot Apps and Mezedes)"|"Keftedes Beef"|"16.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Mezedakia Zesta (Hot Apps and Mezedes)"|"Pites"|"16.00"|"7 reviews 2 photos"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Mezedakia Zesta (Hot Apps and Mezedes)"|"Octapodi"|"21.00"|"12 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Salads"|"Horiatiki Salad"|"16.00"|"1 review"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Salads"|"Prasini Salad"|"13.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Kyrios (Mains)"|"Spetsofai"|"17.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Kyrios (Mains)"|"Pastitsio"|"18.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Kyrios (Mains)"|"Souvlaki"|"18.00"|"3 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Kyrios (Mains)"|"Bifteki"|"18.00"|"3 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Kyrios (Mains)"|"7 Star Shrimp"|"19.00"|"5 reviews 1 photo"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Kyrios (Mains)"|"Lavraki"|"27.00"|"2 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Kyrios (Mains)"|"Mixed Grill For 2"|"60.00"|"4 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Sides"|"Greek Fries"|"10.00"|"4 reviews 1 photo"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Sides"|"Rice Pilaf"|"9.00"|"2 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Sides"|"Horta"|"9.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Sides"|"Tomato Braised Greek Lentils"|"9.00"|"2 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Sides"|"Oven Baked Lemon Potatoes"|"7.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Beverages"|"Mexican Soda"|"4.00"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Beverages"|"Diet Coke"|"3.50"|""
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Beverages"|"Greek Coffee"|"4.00"|"6 reviews"
"The Greek"|"6gDUVNZo0E9lxO2DkAhHOQ"|"Beverages"|"Tea"|"5.00"|"4 reviews"
