"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Soups & Salads Add warm grilled chicken to any salad $5"|"Arugula"|"9.00 12.00"|"70 reviews 19 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Soups & Salads Add warm grilled chicken to any salad $5"|"Hearts of Romaine and Caesar"|"10.00 13.00"|"1 review 1 photo"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Soups & Salads Add warm grilled chicken to any salad $5"|"Baby Spinach"|"11.00 14.00"|"1 review 1 photo"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"From The Oven"|"Margherita pizza"|"16.00 19.00"|"96 reviews 49 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"From The Oven"|"Marinara pizza"|"15.00 18.00"|"4 reviews 2 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"From The Oven"|"White pizza"|"16.00 19.00"|"41 reviews 15 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"From The Oven"|"Calzone"|"17.00 19.00"|"10 reviews 2 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Classics"|"No. 1"|"27.00 30.00"|"19 reviews 11 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Classics"|"No. 2"|"26.00 29.00"|"5 reviews 3 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Classics"|"No. 3"|"21.00 24.00"|"4 reviews 3 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Classics"|"No. 4"|"26.00 29.00"|"19 reviews 6 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Classics"|"No. 5"|"29.00 32.00"|"2 reviews 2 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Anchovies"|"3.00 4.00"|"10 reviews 7 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Arugula"|"5.00"|"70 reviews 19 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Capers"|"4.00"|"5 reviews 3 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Extra tomato"|"2.00"|""
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Extra mozzarella"|"2.00"|"3 reviews 1 photo"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Bufala mozzarella"|"6.00"|"6 reviews 3 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Housemade mozzarella"|"6.00"|"4 reviews 4 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Scamorza"|"5.00"|"14 reviews 7 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Goat cheese"|"3.00"|"17 reviews 6 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Garlic"|"2.00"|"45 reviews 19 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Housemade meatballs"|"4.00"|"3 reviews"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Olives"|"3.00 2.00"|"13 reviews 7 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Mushrooms"|"4.00 2.00"|"22 reviews 15 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Pepperoni"|"3.00"|"96 reviews 52 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Prosciutto"|"6.00"|"65 reviews 24 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Ricotta"|"2.00"|"13 reviews 6 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Roasted peppers"|"4.00"|"2 reviews 2 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Sausage"|"3.00"|"75 reviews 32 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Pizza Specials"|"Sweet onion"|"2.00"|"6 reviews 6 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Specialty Toppings"|"Ice cream"|"4.00 6.00"|"31 reviews 7 photos"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Specialty Toppings"|"Carol's cannoli"|"6.00"|"1 review 1 photo"
"Juliana’s Pizza"|"ysqgdbSrezXgVwER2kQWKA"|"Specialty Toppings"|"Brookies"|"5.00"|"4 reviews 2 photos"
