id,price,bedrooms,lon,lag
1224286,2800,0.0,-73.9917,40.7659
1224288,3229,1.0,-73.9917,40.7659
1224288,3229,1.0,-73.9917,40.7659
1224293,3282,1.0,-73.9911,40.7664
1224299,2495,0.0,-73.9581,40.7438
1224313,2970,0.0,-74.0028,40.7514
1224314,3230,0.0,-74.0028,40.7514
1224323,3032,1.0,-73.9581,40.7438
1224329,2815,1.0,-73.9581,40.7438
1224333,2883,0.0,-73.9911,40.7664
1224337,5596,2.0,-73.9911,40.7664
1224342,3068,1.0,-73.9917,40.7659
1224345,3359,1.0,-73.9911,40.7664
1225601,2200,0.0,-73.9995,40.743
1225715,3700,0.0,-73.9918,40.7242
1225715,3700,0.0,-73.9918,40.7242
1226704,3671,1.0,-73.9911,40.7664
1229491,4600,1.5,-73.9782,40.7828
1229656,3900,0.0,-74.006,40.7082
1230619,20000,4.0,-73.9823,40.7563
1232525,10000,3.0,-74.0096,40.7158
1233015,3200,1.0,-73.9733,40.6755
1233146,2897,0.0,-73.9911,40.7664
1233387,2000,1.0,-73.9786,40.6553
1235933,9500,2.0,-73.9885,40.7755
1236106,2795,1.0,-73.9801,40.7271
1236157,2809,0.0,-73.9911,40.7664
1236689,2500,1.0,-73.9976,40.7399
1237408,5600,3.0,-73.9783,40.6642
1237408,5700,3.0,-73.9783,40.6642
1239401,9625,3.0,-73.9774,40.7901
1239401,9700,3.0,-73.9774,40.7901
1239471,3625,2.0,-73.9572,40.7762
1239720,2950,1.0,-73.9789,40.7497
1243173,3750,1.0,-74.0049,40.7445
1245881,2650,1.0,-73.9841,40.6877
1246320,2500,1.0,-73.9804,40.7777
1257897,1900,0.0,-73.9848,40.6627
1257897,1950,0.0,-73.9848,40.6627
1259920,5933,2.0,-73.9862,40.7616
1260172,2950,1.0,-73.9743,40.7846
1262339,2700,0.0,-73.9732,40.7472
1265674,3990,1.0,-73.9784,40.7488
1265859,3500,1.0,-73.9665,40.7546
1265859,4900,1.0,-73.9665,40.7546
1266078,2950,2.0,-73.9424,40.7938
1266336,4930,2.0,-73.9832,40.7322
1266336,5100,2.0,-73.9832,40.7322
1266480,6200,2.0,-73.9735,40.6854
1267458,6500,1.0,-73.9728,40.7605
1267458,7000,1.0,-73.9728,40.7605
1270158,2700,2.5,-73.9408,40.725
1270158,2700,2.5,-73.9408,40.725
1270640,1800,0.0,-73.9665,40.7546
1270640,2150,0.0,-73.9665,40.7546
1270762,3200,0.0,-73.9665,40.7546
1270762,4500,0.0,-73.9665,40.7546
1272480,2100,2.0,-73.9935,40.667
1274994,2395,2.0,-73.8516,40.7256
1274994,2495,2.0,-73.8516,40.7256
1275418,2100,0.0,-73.9846,40.6629
1275654,7400,4.0,-73.9856,40.6862
1275654,7400,4.0,-73.9856,40.6862
1276332,5900,2.0,Brooklyn,200
1276680,5000,1.0,-73.9656,40.795
1278692,2000,0.0,-73.9691,40.7888
1280331,2150,1.0,-73.9803,40.7415
1280467,3150,1.0,-73.9893,40.7242
1282011,2935,0.0,-73.9911,40.7664
1282167,3200,0.5,-73.9781,40.7658
1283016,5658,2.0,-73.9862,40.7616
1285547,3500,2.0,-73.9765,40.7486
1288532,1950,0.5,-73.9495,40.7617
1288536,2995,2.0,-73.9495,40.7617
1290918,3675,1.0,-74.0043,40.7521
1290918,4055,1.0,-74.0043,40.7521
1290919,3210,0.0,-74.0043,40.7521
1290919,3295,0.0,-74.0043,40.7521
1290920,3335,0.0,-74.0043,40.7521
1290926,3585,1.0,-74.0043,40.7521
1290926,4085,1.0,-74.0043,40.7521
1290929,3825,1.0,-74.0043,40.7521
1291318,2700,2.0,-73.9503,40.7101
1292052,4000,0.0,-73.9662,40.7953
1292056,10000,2.0,-73.9662,40.7953
1292523,3150,1.0,-74.0048,40.7331
1292985,4250,1.0,-73.9668,40.7646
1292985,4400,1.0,-73.9668,40.7646
1295069,13500,3.0,-73.9493,40.7963
1295154,6245,2.0,-73.9574,40.7135
1295416,7259,2.0,-73.9862,40.7616
1295416,7259,2.0,-73.9862,40.7616
1295450,2700,2.0,-73.9193,40.7631
1299621,5800,3.0,-73.9808,40.7638
1301425,15450,1.0,-73.9802,40.7505
1301425,16000,1.0,-73.9802,40.7505
1301429,18450,1.0,-73.9802,40.7505
1301429,19000,1.0,-73.9802,40.7505
1301444,13950,1.0,-73.9802,40.7505
1301444,13950,1.0,-73.9802,40.7505
1301455,12450,1.0,-73.9802,40.7505
1301455,12450,1.0,-73.9802,40.7505
1302304,4049,1.0,-73.9911,40.7664
1302570,4040,2.0,-73.9581,40.7438
1304274,1900,0.0,-73.9499,40.7743
1304856,3950,1.0,-73.9828,40.7778
1305228,4985,1.0,-73.9918,40.7242
1307355,5000,1.0,-73.9662,40.7953
1307356,21500,4.0,-73.9651,40.763
1307497,3250,0.0,-73.9884,40.6967
1307648,3200,2.0,-73.9762,40.6729
1307915,2900,0.0,-73.9484,40.785
1308245,2700,3.0,-73.8562,40.7194
1308657,2850,0.0,-73.9825,40.766
1312003,3500,1.0,-73.9826,40.7705
1312003,3700,1.0,-73.9826,40.7705
1313164,3532,1.0,-73.9917,40.7659
1313165,3777,1.0,-73.9917,40.7659
1313980,7740,2.0,-73.9918,40.7242
1314012,1800,2.0,-73.9105,40.6973
1315330,1695,1.0,-73.8137,40.7104
1315397,2700,0.0,-73.9935,40.7
1316435,5000,1.0,-73.9875,40.7597
1316435,5200,1.0,-73.9875,40.7597
1316447,3000,1.0,-73.9733,40.6755
1316706,2100,2.0,-73.9197,40.682
1316829,12500,2.0,-73.977,40.7654
1316829,9500,2.0,-73.977,40.7654
1317037,1750,1.0,-73.8362,40.7072
1317742,4500,1.0,-74.0075,40.7046
1319768,4500,2.0,-74.0048,40.7331
1320146,5100,4.5,-73.9776,40.6686
1320390,2995,1.0,-74.0048,40.7331
1320452,1900,0.0,-73.9848,40.6627
1321805,5000,1.0,-73.9656,40.795
1322123,10000,2.0,-73.9662,40.7953
1322907,4803,2.0,-73.9911,40.7664
1322907,4803,2.0,-73.9911,40.7664
1324965,3678,1.0,-73.9911,40.7664
1326651,4500,1.0,-73.9986,40.7388
1326665,2200,0.0,-73.9986,40.7388
1327568,2900,0.0,-74.0156,40.7062
1328599,3408,1.0,-73.9911,40.7664
1331183,2995,1.0,-73.9756,40.7839
1331926,6951,2.0,-73.9911,40.7664
1332570,1995,2.0,-73.9986,40.6473
1333222,5400,2.0,-74.0072,40.733
1333222,6250,2.0,-74.0072,40.733
1333911,4608,1.0,-73.9862,40.7616
1335627,4500,0.0,-73.9982,40.7399
1336691,8990,3.0,-74.0006,40.7421
1336691,9490,3.0,-74.0006,40.7421
1336696,5200,3.0,-77.5196,40.1124
1336838,3795,1.0,-73.9917,40.7659
1337659,3300,2.0,-73.9759,40.7411
1338520,8000,2.0,-73.9662,40.7953
1339270,2500,0.0,-73.9575,40.7629
1339310,2800,1.0,-74.006,40.7077
1339311,3000,2.0,-74.006,40.7077
1340607,7900,5.0,-73.9878,40.7791
1342267,2595,1.0,-73.9803,40.7241
1342903,5100,4.0,-73.9776,40.6686
1345149,8500,2.0,-73.9891,40.7329
1345269,6000,3.0,-73.9864,40.7326
1345269,6500,3.0,-73.9864,40.7326
1345821,5198,2.0,-73.9917,40.7659
1346341,3578,1.0,-73.9862,40.7616
1346342,3009,0.0,-73.9911,40.7664
1346488,2800,1.0,-73.9648,40.7619
1346517,1800,0.0,-73.9551,40.7748
1350050,8500,3.0,-73.9662,40.7953
1351976,3400,2.0,-73.957,40.5774
1351976,3400,2.0,-73.957,40.5774
1352012,4500,0.0,-73.9986,40.7388
1352722,3450,1.0,-74.006,40.7082
1352848,5000,3.0,-73.9653,40.6762
1353641,4200,3.0,-73.9861,40.7138
1353647,4200,3.0,-73.9861,40.7138
1353693,3400,2.0,-73.9861,40.7138
1353712,3400,2.0,-73.9861,40.7138
1354661,2450,0.0,-73.9569,40.7725
1354753,3100,2.0,-73.972,40.7929
1355815,2695,1.0,-73.982,40.7249
1358592,5995,0.0,-74.0079,40.7336
1358805,3500,1.0,-74.0048,40.7331
1359212,1950,1.0,-73.9499,40.7743
1360193,3200,1.0,-73.9665,40.7547
1363138,2075,1.0,-73.9517,40.7692
1364192,3000,4.0,-73.9318,40.6893
1364192,3000,4.0,-73.9318,40.6893
1364194,3000,4.0,-73.9318,40.6893
1364195,3000,4.0,-73.9318,40.6893
1364196,3200,4.0,-73.9415,40.6848
1364198,3200,4.0,-73.9415,40.6848
1364199,1800,2.0,-73.9356,40.6889
1364207,3200,4.0,-73.9415,40.6848
1364208,2600,3.0,-73.9324,40.6942
1364398,3200,4.0,-73.9415,40.6848
1364399,3200,4.0,-73.9415,40.6848
1364400,3200,4.0,-73.9415,40.6848
1364401,1800,2.0,-73.9356,40.6889
1364402,1800,2.0,-73.9356,40.6889
1366728,5450,3.0,-73.9947,40.7549
1367131,2950,0.0,-73.9975,40.7422
1367533,3380,1.0,-73.9911,40.7664
1368179,3000,4.0,-73.9318,40.6893
1368179,3000,4.0,-73.9318,40.6893
1368398,2700,3.0,-73.9463,40.6921
1368399,2700,3.0,-73.9463,40.6921
1368400,2700,3.0,-73.9463,40.6921
1369372,3000,2.0,-73.9523,40.7788
1369509,8750,2.0,-73.9843,40.7742
1370506,3050,2.0,-73.9829,40.7424
1370674,2250,1.0,-73.9792,40.7414
1370674,2250,1.0,-73.9792,40.7414
1372697,4750,3.0,-73.941,40.7888
1372697,4750,3.0,-73.941,40.7888
1373234,1925,1.0,-73.9469,40.7814
1373238,1800,0.0,-73.9551,40.7748
1373238,1800,0.0,-73.9551,40.7748
1373731,9000,2.0,-73.9662,40.7953
1374113,3500,2.0,-73.9903,40.7631
1374473,8100,0.0,-73.9755,40.6749
1374675,36000,5.0,-73.971,40.7665
1375448,3000,2.0,-73.99,40.765
1375452,2800,2.0,-73.953,40.779
1375454,2500,2.0,-73.949,40.7779
1375459,1975,1.0,-73.9517,40.7692
1375461,1950,1.0,-73.9503,40.7802
1375544,3000,0.0,-73.9835,40.7465
1375705,4385,2.0,-73.9581,40.7438
1379903,2400,1.0,-73.8354,40.7132
1380243,4200,1.0,-73.9892,40.7345
1380265,4452,1.0,-73.9911,40.7664
1381122,2600,1.0,-73.9903,40.7631
1381576,2550,1.0,-73.9825,40.6621
1381924,5000,1.0,-73.9911,40.7664
1382186,3917,1.0,-73.9862,40.7616
1382271,3227,0.0,-73.9862,40.7616
1382272,4191,1.0,-73.9917,40.7659
1382272,4191,1.0,-73.9917,40.7659
1382273,2961,0.0,-73.9911,40.7664
1382276,4425,1.0,-73.9911,40.7664
1382278,3131,0.0,-73.9911,40.7664
1382279,3671,0.0,-73.9862,40.7616
1382311,1750,0.0,-73.9513,40.7805
1382384,2677,0.0,-73.9911,40.7664
1382868,2796,0.0,-73.9917,40.7659
1382868,2796,0.0,-73.9917,40.7659
1382869,4902,2.0,-73.9911,40.7664
1382870,3862,1.0,-73.9862,40.7616
1382872,3051,0.0,-73.9911,40.7664
1382873,3981,1.0,-73.9862,40.7616
1383531,3200,1.0,-73.9912,40.7621
1383902,4721,2.0,-73.9917,40.7659
1383907,26995,3.0,-73.9681,40.7676
1384407,2250,3.0,-73.7917,40.7266
1384413,1850,2.0,-73.8083,40.7391
1385212,1320,1.0,-73.9977,40.5991
1385213,1400,1.0,-73.9977,40.5991
1385419,7300,2.0,-73.9875,40.7395
1385678,13200,1.5,-73.9786,40.7662
1387136,2850,0.0,-73.9769,40.7819
1387906,2981,0.0,-73.9911,40.7664
1388096,2850,0.0,-73.9806,40.7391
1388326,4315,1.0,-73.9918,40.7242
1389553,4427,2.0,-73.9581,40.7438
1389553,4427,2.0,-73.9581,40.7438
1391358,3635,1.0,-73.9911,40.7664
1391392,7650,1.0,-73.9844,40.7602
1391392,7650,1.0,-73.9844,40.7602
1391394,7400,1.0,-73.9844,40.7602
1391394,7400,1.0,-73.9844,40.7602
1391395,7550,1.0,-73.9793,40.7576
1391639,2900,1.0,-73.9521,40.7116
1392601,3350,1.0,-73.9795,40.7893
1393224,3995,3.0,-73.9495,40.7617
1393405,5200,1.0,-73.9672,40.753
1393427,2895,1.0,-73.9692,40.788
1394326,2195,1.0,-73.9828,40.7244
1396561,4510,2.0,-73.9581,40.7438
1397155,2867,0.0,-73.9911,40.7664
1397289,3200,0.0,-73.978,40.79
1398573,3140,1.0,-73.9561,40.7451
1398576,2860,0.0,-73.9561,40.7451
1398577,3075,1.0,-73.9561,40.7451
1398578,3035,1.0,-73.9561,40.7451
1398579,3148,1.0,-73.9561,40.7451
1398580,3590,1.0,-73.9561,40.7451
1398581,2795,1.0,-73.9561,40.7451
1398582,4530,2.0,-73.9561,40.7451
1398584,3064,1.0,-73.9561,40.7451
1398671,3550,2.0,-73.9621,40.6874
1398682,9000,1.0,-73.9703,40.7608
1398683,6000,0.0,-73.9703,40.7608
1399004,3260,1.0,-74.0156,40.7062
1399964,3241,1.0,-73.9561,40.7451
1399987,8500,2.0,-73.9525,40.7658
1399987,8500,2.0,-73.9525,40.7658
1400498,5556,2.0,-73.9862,40.7616
1400715,3300,1.0,-73.9912,40.7621
1400856,4000,3.0,-73.9833,40.6654
1401517,3380,1.0,-73.9561,40.7451
1402435,4450,2.0,-73.9669,40.756
1402435,5950,2.0,-73.9669,40.756
1402443,3450,2.0,-73.9601,40.7636
1403000,1700,2.0,-73.942,40.6893
1403099,3700,2.0,-73.9814,40.6762
1403103,1950,0.0,-73.9513,40.7795
1403172,3015,1.0,-73.9561,40.7451
1403173,5852,2.0,-73.9862,40.7616
1403832,3199,1.0,-73.9561,40.7451
1403896,2000,3.0,-73.9001,40.8175
1403973,1278,1.0,-74.0008,40.6372
1404504,49000,4.0,-73.9767,40.7656
1405121,3863,1.0,-73.9862,40.7616
1405153,1650,0.0,-73.939,40.7136
1405709,10999,2.0,-73.977,40.7654
1405750,1800,2.0,-73.924,40.6819
1405857,2295,1.0,-73.9858,40.7296
1405996,2200,2.0,-73.9436,40.6891
1405996,2299,2.0,-73.9436,40.6891
1406010,7000,4.0,-73.9998,40.762
1406016,5000,2.0,-73.9998,40.762
1406020,3700,3.0,-74.0372,40.632
1406173,1900,2.0,-73.9435,40.6706
1406174,2800,2.0,-73.9668,40.6908
1406177,1600,1.0,-73.9433,40.6849
1406579,2350,1.0,-73.9561,40.7791
1406885,17000,4.0,-73.9998,40.762
1407544,2100,1.0,-73.8447,40.724
1407858,3200,0.0,-74.0028,40.7514
1407965,2500,2.0,-73.9258,40.7669
1407965,2500,2.0,-73.9258,40.7669
1408073,15000,3.0,-73.9998,40.762
1408310,5500,1.0,-73.9998,40.762
1408479,4500,1.0,-74.0075,40.7046
1408596,3106,1.0,-73.9561,40.7451
1409854,4800,1.0,-73.9725,40.7551
1409854,4800,1.0,-73.9725,40.7551
1410754,5086,2.0,-73.9911,40.7664
1411478,3078,0.0,-73.9862,40.7616
1411567,2530,0.0,-73.9561,40.7451
1411798,3195,3.0,-73.9908,40.7587
1412631,4230,1.0,-74.0028,40.7514
1413517,3400,3.0,-73.9535,40.8114
1413517,3400,3.0,-73.9535,40.8114
1413686,3000,3.0,-73.9515,40.6886
1414284,5000,1.0,-73.9662,40.7953
1414487,8000,2.0,-73.9957,40.7485
1414487,8500,2.0,-73.9957,40.7485
1414669,4525,2.0,-73.9561,40.7451
1415509,20000,0.0,-74.0088,40.7247
1415553,2390,0.0,-73.9561,40.7451
1416527,6150,1.0,-74.0166,40.7076
1416528,14700,2.0,-74.0166,40.7076
1416685,7695,1.0,-73.9793,40.7576
1417177,6020,2.0,-74.0028,40.7514
1418349,2375,3.0,-73.7929,40.7587
1419069,2500,0.5,-73.9611,40.7677
1419076,1850,0.0,-73.9581,40.7727
1419113,4500,1.0,-73.9827,40.7613
1419143,2550,0.0,-73.9561,40.7451
1419144,3260,1.0,-73.9561,40.7451
1419311,4595,2.0,-73.9626,40.7643
1419344,4650,1.0,-73.9933,40.721
1419535,8695,2.0,-73.9528,40.7796
1419661,6250,2.0,-73.9944,40.7557
1419661,6250,2.0,-73.9944,40.7557
1420446,2700,2.0,-73.9544,40.7682
1420878,2780,1.0,-73.9561,40.7451
1421242,8000,0.0,-73.9346,40.7759
1421580,1800,0.0,-73.9477,40.7772
1421992,2250,2.0,-73.9318,40.6909
1422355,2895,1.0,-73.9561,40.7451
1422987,2550,1.0,-73.9496,40.7777
1422990,1825,0.0,-73.9496,40.7777
1423831,3200,1.0,-73.9592,40.8005
1425330,10000,2.0,-73.9923,40.7579
1425405,7220,2.0,-73.9862,40.7616
1426305,5250,2.0,-73.9802,40.737
1426309,4500,2.0,-73.9659,40.7928
1426321,4500,1.0,-73.9596,40.7807
1426329,5250,1.0,-73.986,40.77
1426332,4250,1.0,-73.9596,40.7807
1426989,3750,1.0,-73.9781,40.7658
1427310,5500,1.0,-73.9931,40.7305
1427601,10000,0.0,-73.9428,40.8007
1427760,9500,2.0,-73.9761,40.7591
1428368,2150,1.0,-73.9079,40.8828
1428443,4530,2.0,-73.9571,40.7474
1428484,18000,5.0,-73.9667,40.7605
1428484,18000,5.0,-73.9667,40.7605
1428486,11000,4.0,-73.9536,40.776
1428486,16000,4.0,-73.9536,40.776
1428579,3951,1.0,-73.9862,40.7616
1429563,2200,1.0,-73.9216,40.7683
1429900,3950,2.0,-73.9522,40.7807
1429903,2450,0.0,-73.9541,40.7764
1429903,2950,0.0,-73.9541,40.7764
1429906,4450,3.0,-73.9949,40.755
1429906,7000,3.0,-73.9949,40.755
1429911,4450,1.0,-73.9898,40.7526
1429911,4950,1.0,-73.9898,40.7526
1430369,2800,1.0,-74.0033,40.7303
1430377,2500,3.0,-73.9375,40.6837
1430378,1300,2.0,-74.1609,40.5473
1430384,1700,3.0,-74.0857,40.6225
1430390,1850,3.0,-74.0799,40.6077
1430417,7950,4.0,-73.992,40.7444
1430417,9500,4.0,-73.992,40.7444
1432203,5250,2.0,-73.9511,40.7723
1432206,5500,2.0,-73.9511,40.7723
1433426,3715,1.0,-74.0028,40.7514
1433427,3900,1.0,-74.0028,40.7514
1433430,2720,0.0,-74.0028,40.7514
1433434,7205,2.0,-73.9918,40.7242
1433436,3516,1.0,-73.9917,40.7659
1433440,3343,1.0,-73.9862,40.7616
1433441,3743,1.0,-73.9862,40.7616
1433441,3743,1.0,-73.9862,40.7616
1433446,2845,1.0,-73.9581,40.7438
1433449,2554,0.0,-73.9581,40.7438
1433449,2554,0.0,-73.9581,40.7438
1433451,5925,2.0,-74.0043,40.7521
1433586,4500,1.0,-74.0075,40.7046
1433587,4500,1.0,-74.0075,40.7046
1433588,5000,1.0,-73.9911,40.7664
1433588,5000,1.0,-73.9911,40.7664
1433594,3454,1.0,-73.9911,40.7664
1434191,2200,0.0,-73.9847,40.7295
1434191,2200,0.0,-73.9847,40.7295
1434603,12000,2.0,-73.9995,40.7278
1434808,1825,0.0,-73.9477,40.7772
1435066,2250,2.0,-73.8979,40.8996
1435242,2495,1.0,-73.9859,40.7295
1435285,6750,0.0,-73.9761,40.7591
1435285,6750,0.0,-73.9761,40.7591
1436515,2950,0.0,-74.006,40.7082
1436617,8999,3.0,-73.9925,40.7417
1437191,2815,0.0,-73.9911,40.7664
1437192,3145,0.0,-73.9911,40.7664
1437347,3250,4.0,-73.9082,40.8837
1437646,12000,2.0,-73.9923,40.7579
1437735,3350,0.0,-74.0028,40.7514
1437831,1600,1.0,-73.9396,40.8107
1438197,3250,2.0,-73.952,40.7093
1438197,3250,2.0,-73.952,40.7093
1438571,3785,0.0,-73.9918,40.7242
1438643,2000,1.0,-73.951,40.6833
1438835,4000,2.0,-73.9893,40.7242
1439214,3095,1.0,-73.9561,40.7451
1439214,3095,1.0,-73.9561,40.7451
1439215,4280,2.0,-73.9561,40.7451
1439464,1900,1.0,-73.9491,40.7787
1440238,4421,2.0,-73.9561,40.7451
1440833,3800,0.0,-73.9858,40.7716
1442013,3500,1.0,-73.9691,40.7914
1443094,2500,1.0,-73.9937,40.6879
1443514,2000,2.0,-73.9122,40.8888
1443514,2000,2.0,-73.9122,40.8888
1443751,7000,2.0,-73.9933,40.721
1443751,7000,2.0,-73.9933,40.721
1443831,5370,1.0,-73.9918,40.7242
1443832,4378,2.0,-73.9561,40.7451
1444042,2750,0.0,-74.0156,40.7062
1444419,80000,4.0,-73.9705,40.7671
1444458,2500,1.0,-73.9905,40.763
1444986,3521,1.0,-73.9911,40.7664
1444987,3561,1.0,-73.9911,40.7664
1445166,5600,3.0,-73.9688,40.7904
1445264,2895,2.0,-73.9808,40.721
1445406,2395,3.0,-73.9291,40.6877
1445598,7000,1.0,-73.9786,40.7662
1445746,7650,1.0,-73.9793,40.7576
1445789,3250,2.0,-73.9939,40.7562
1446502,5850,2.0,-73.9658,40.756
1446648,1200,0.0,-73.9435,40.8149
1447383,11000,4.0,-73.9769,40.7837
1447383,9500,4.0,-73.9769,40.7837
1447644,1700,2.0,-73.8716,40.6753
1448409,3250,2.0,-73.9833,40.7801
1448739,3652,1.0,-73.9917,40.7659
1448740,4685,1.0,-73.9911,40.7664
1449516,2765,0.0,-73.9561,40.7451
1449547,2000,0.0,-73.9709,40.7479
1450588,5400,4.0,-73.9893,40.761
1450973,6600,4.0,-73.9893,40.761
1450973,6700,4.0,-73.9893,40.761
1450977,17000,3.0,-73.9527,40.7668
1451603,2100,2.0,-73.9499,40.656
1451802,2650,0.0,-73.9638,40.7721
1452722,4000,3.0,-74.0046,40.682
1452722,4000,3.0,-74.0046,40.682
1452796,23000,2.0,-73.9811,40.7697
1452796,25000,2.0,-73.9811,40.7697
1453267,3000,3.0,-73.9227,40.7015
1453815,1900,3.0,-73.8841,40.682
1454138,4696,2.0,-73.9581,40.7438
1454139,4836,2.0,-73.9581,40.7438
1454306,5400,4.0,-73.9893,40.761
1454623,3400,2.0,-73.9427,40.8084
1456424,3600,3.0,-73.948,40.7751
1458178,2700,2.0,-73.9759,40.6742
1458342,9200,1.0,-73.9786,40.7662
1458409,3227,1.0,-73.9911,40.7664
1458492,3100,0.0,-74.0036,40.7479
1458979,4650,2.0,-73.9561,40.7451
1460390,1550,0.0,-73.8492,40.7265
1461124,4395,2.0,-73.9651,40.8038
1461595,6525,4.0,-73.9914,40.7164
1461669,2950,0.0,-73.9769,40.7819
1461669,2950,0.0,-73.9769,40.7819
1461863,3200,0.5,-74.0156,40.7062
1461863,3200,0.5,-74.0156,40.7062
1462476,12500,3.0,-73.9503,40.7189
1462476,12500,3.0,-73.9503,40.7189
1462562,2400,2.0,-73.8637,40.7291
1463091,4075,3.0,-73.981,40.7237
1463211,1925,0.0,-73.9878,40.7269
1463514,6950,0.0,-73.9673,40.6966
1463516,6500,0.0,-73.9673,40.6966
1463519,13000,0.0,-73.9673,40.6966
1463878,2995,2.0,-73.9949,40.7498
1464020,3720,1.0,-73.9581,40.7438
1464680,3700,1.0,-73.9998,40.762
1464736,4500,1.0,-73.9998,40.762
